customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
622,Male,0,No,Yes,27,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),37.83525680675627,3744.57677602435,Yes
623,Male,1,Yes,No,63,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.085199400049,2185.712963550188,No
624,Male,0,Yes,No,63,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,81.76280852040283,922.7023559456757,No
625,Male,0,No,Yes,21,No,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),113.34666059867212,4489.442572394172,No
626,Female,0,No,No,61,No,Yes,No,No internet service,No,Yes,No,No,No,One year,No,Mailed check,61.03131992863234,2824.9412121832984,No
627,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.73040388194133,6475.943391897982,Yes
628,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,55.692369681552655,3379.587189038656,No
629,Female,0,Yes,Yes,31,No,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),68.92297600601985,4912.068470204453,Yes
630,Female,0,No,Yes,4,No,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),28.26031417868482,5408.797086466991,No
631,Female,0,No,No,32,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.43327868728444,420.4998789583004,No
632,Male,0,Yes,Yes,63,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),69.41159933374357,1061.9553332974929,No
633,Female,1,No,No,25,No,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),41.2339594726744,66.40983199823565,No
634,Male,0,Yes,No,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.48001886101989,5969.0611593961075,Yes
635,Male,1,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,93.96750720983853,4557.6941721161475,Yes
636,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),39.64001537381097,4126.709073629988,Yes
637,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,30.724068538271585,4012.0049919839175,No
638,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,32.62384425816413,6731.92342424495,No
639,Female,1,No,Yes,35,No,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,31.285779296240026,5046.854475100875,Yes
640,Female,0,No,No,33,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,29.55517142425868,5443.082713072749,No
641,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,102.55832548896886,2269.734359357843,No
642,Female,1,Yes,No,12,Yes,No,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,19.19014761428713,5631.787474900081,No
643,Female,1,No,Yes,56,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.2591380341587,6233.606271003793,No
644,Male,0,No,Yes,32,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,40.042806166356456,2830.988219575376,No
645,Male,1,Yes,No,4,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,118.91401882132543,6037.277900345155,No
646,Male,0,Yes,No,65,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),29.545457259665426,4266.876301818543,Yes
647,Female,1,No,No,40,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,54.11483741250944,2179.2732987770733,Yes
648,Male,0,Yes,No,49,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),115.55166894904642,2340.681901082725,No
649,Male,1,No,No,64,No,No,No,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),28.22291844571512,1892.2207474130776,No
650,Male,0,Yes,Yes,7,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),60.7370333775316,5878.197139469648,No
651,Female,0,No,No,17,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.08046537523194,4210.649420933178,No
652,Female,1,Yes,No,7,Yes,No phone service,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,20.923323660345055,6410.797258245503,Yes
653,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.26933287710347,682.9731648085118,No
654,Female,0,Yes,Yes,56,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),108.520715712149,3201.4945231997513,Yes
655,Male,1,No,No,11,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,44.683549659074885,3425.481194416284,No
656,Female,0,No,No,53,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,89.0343604105821,2543.033183035514,No
657,Female,1,Yes,No,71,No,No phone service,No,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,106.42673730286627,792.7705615808927,Yes
658,Male,1,Yes,No,13,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),93.55392585748172,1677.0367097252824,No
659,Female,0,Yes,Yes,7,No,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,68.1284923104836,4973.409907304911,No
660,Female,1,Yes,Yes,39,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),43.585400692599485,2007.067412219298,No
661,Male,1,Yes,Yes,20,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,56.858479561141166,3754.179007746187,Yes
662,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,82.78920822740636,6272.894441289424,Yes
663,Male,1,Yes,Yes,62,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),100.27243776233855,5234.768376291276,Yes
664,Female,0,No,No,65,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,86.8713656886627,6188.190854141584,No
665,Female,1,Yes,No,36,No,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,113.01708115755098,5517.441912277698,No
666,Male,0,Yes,No,24,No,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,25.277164842818387,1638.2317787570016,No
667,Male,1,No,No,30,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),72.15881491150238,4636.464140112152,Yes
668,Male,1,No,Yes,25,No,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,28.809319397344996,679.5091096225618,No
669,Male,0,Yes,Yes,71,No,No phone service,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,79.87271315799103,3061.943301330784,No
670,Female,0,No,Yes,35,No,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),87.82644328225217,6819.851569914162,No
671,Male,0,No,Yes,40,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,29.65119001898783,333.14225905183355,Yes
672,Male,1,No,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),80.55748996563769,5375.0583377700505,Yes
673,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.21730074922382,3145.8300989138265,Yes
674,Male,1,Yes,Yes,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),112.54168729282881,7430.527331700268,Yes
675,Female,1,Yes,Yes,59,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,19.77181753969354,1525.4384267731778,No
676,Male,1,Yes,No,55,No,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,55.75374963669978,5706.748411658888,No
677,Female,0,No,Yes,6,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,73.53092983380529,2715.37380527509,No
678,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),42.19155247259227,3111.6296645321067,No
679,Female,1,Yes,No,70,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),92.30682359195308,1575.2371284335652,Yes
680,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),70.71383736134842,7694.883923229589,No
681,Female,0,Yes,No,63,No,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),88.77491551666914,4212.742656085299,No
682,Male,1,No,Yes,45,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),67.14029266249604,7842.898850145623,No
683,Female,0,Yes,No,71,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,108.51827769629023,3318.3923854719887,Yes
684,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.4225922641116,7337.640308063887,No
685,Female,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),82.599062199248,4745.795005353058,No
686,Female,1,Yes,Yes,24,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,82.52439150491259,5837.710346758025,Yes
687,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,81.18767618120484,162.20001774145774,No
688,Male,1,Yes,No,62,No,No,DSL,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),94.16278636571097,3420.667850050293,No
689,Female,1,Yes,Yes,33,No,No,No,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.40287783135264,3355.0774662133563,Yes
690,Male,1,No,Yes,9,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),99.32728114279217,579.438354689813,No
691,Female,0,No,No,28,No,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),87.07227172567191,6389.009522894781,No
692,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,63.06592255529511,4865.083528178194,Yes
693,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,32.30261472086008,4399.105130338164,No
694,Female,1,No,No,40,No,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Mailed check,59.06901925159513,3227.507851529308,No
695,Male,0,No,Yes,35,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,34.18943277954159,3143.3391272770564,No
696,Male,1,Yes,No,2,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),19.62384184956189,5371.418839124008,Yes
697,Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,35.09513160469895,7820.046931402411,No
698,Female,1,No,No,15,No,No,No,No,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),57.46960479825578,5897.04427043717,No
699,Male,0,Yes,No,1,No,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),115.52022374072348,2333.565104534465,No
700,Male,1,No,Yes,67,No,No phone service,No,No internet service,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),109.20633101404188,3921.197432616855,Yes
701,Female,0,Yes,No,24,No,No,No,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),59.56593524602838,7877.246377730783,No
702,Female,0,Yes,No,48,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),39.54392198512657,2511.9595057184865,No
703,Female,1,No,Yes,54,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,58.09719627988675,4598.2268776915735,Yes
704,Male,0,No,Yes,24,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),61.00557658715903,3140.5474880195984,Yes
705,Male,0,No,Yes,17,No,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,77.45491273093282,3348.2044470740007,No
706,Male,1,No,No,72,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,30.628307095329514,7877.515779749604,Yes
707,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),70.67819515470784,1309.4341165267865,No
708,Female,1,No,Yes,56,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,30.726584424444482,7335.655859048639,No
709,Male,0,Yes,Yes,17,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,108.37999835170373,3182.6831111317983,Yes
710,Female,1,Yes,Yes,35,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),51.39513111881454,5141.021455036044,No
711,Female,0,No,No,27,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),56.2168091117111,4299.001982328351,No
712,Male,1,Yes,Yes,31,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),59.615748657087025,120.71387211400732,No
713,Female,0,Yes,Yes,57,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.91651327630422,6272.720459069672,No
714,Male,1,No,Yes,22,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,70.65418287086152,3134.675373627455,Yes
715,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),25.80993005938143,3801.612018455231,No
716,Female,1,No,Yes,55,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,40.06816636307279,3130.698659395667,Yes
717,Female,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,108.42502796222973,2179.548328769567,No
718,Female,1,No,No,33,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.86791019726201,4171.68039652439,No
719,Male,1,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.92129204222726,7890.260827631387,Yes
720,Female,0,Yes,Yes,21,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),66.74407829703189,2626.561189665967,No
721,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),106.50922312200959,7835.858696428066,Yes
